"ad_date","campaign_name","total_spend","total_impressions","total_clicks","total_value","cpc","cpm","ctr","romi"
2022-01-02,Lookalike,0.00,0,0,0.00,,,,
2022-01-02,Trendy,29.88,8208,140,54.38,0.21,3.64,0.01705653021442495127,1.8199464524765730
2022-01-02,Wholesale,0.00,0,0,0.00,,,,
2022-01-01,Lookalike,0.00,0,0,0.00,,,,
2022-01-01,Trendy,16.48,52074,260,28.42,0.06,0.32,0.00499289472673503092,1.7245145631067961
2022-01-01,Wholesale,0.00,0,0,0.00,,,,
2021-12-31,Lookalike,143.19,24699,194,138.86,0.74,5.80,0.00785456901089112920,0.96976045813255115581
2021-12-31,Trendy,8.82,25345,63,16.32,0.14,0.35,0.00248569737620832511,1.8503401360544218
2021-12-31,Wholesale,21.37,6705,24,27.93,0.89,3.19,0.00357941834451901566,1.3069723912026205
2021-12-30,Lookalike,227.56,44527,897,243.02,0.25,5.11,0.02014508051294720057,1.06793812620847249077
2021-12-30,Trendy,31.92,8833,58,63.67,0.55,3.61,0.00656628552020830975,1.9946741854636591
2021-12-30,Wholesale,26.19,10811,29,23.57,0.90,2.42,0.00268245305707150125,0.89996181748759068347
2021-12-29,Lookalike,86.70,12408,293,72.28,0.30,6.99,0.02361379754996776273,0.83367935409457900807
2021-12-29,Trendy,15.75,7088,91,28.07,0.17,2.22,0.01283860045146726862,1.7822222222222222
2021-12-29,Wholesale,60.80,12794,51,71.41,1.19,4.75,0.00398624355166484290,1.1745065789473684
2021-12-28,Lookalike,283.48,69020,396,343.90,0.72,4.11,0.00573746740075340481,1.2131367292225201
2021-12-28,Trendy,27.16,17016,52,48.43,0.52,1.60,0.00305594734367653973,1.7831369661266568
2021-12-28,Wholesale,49.19,15752,51,58.14,0.96,3.12,0.00323768410360589132,1.1819475503151047
2021-12-27,Lookalike,441.13,87664,389,641.71,1.13,5.03,0.00443739733528016061,1.4546958946342348
2021-12-27,Trendy,8.64,5555,78,15.04,0.11,1.56,0.01404140414041404140,1.7407407407407407
2021-12-27,Wholesale,28.54,10506,37,29.72,0.77,2.72,0.00352179706834189987,1.0413454800280308
2021-12-26,Lookalike,159.50,68495,465,252.82,0.34,2.33,0.00678881670194904738,1.5850783699059561
2021-12-26,Trendy,20.15,4658,82,44.89,0.25,4.33,0.01760412194074710176,2.2277915632754342
2021-12-26,Wholesale,64.46,12536,55,79.63,1.17,5.14,0.00438736439055520102,1.2353397455786534
2021-12-25,Lookalike,332.36,49734,197,443.25,1.69,6.68,0.00396107290786986770,1.3336442411842580
2021-12-25,Trendy,22.16,2976,81,28.76,0.27,7.45,0.02721774193548387097,1.2978339350180505
2021-12-25,Wholesale,58.88,16966,45,63.82,1.31,3.47,0.00265236355063067311,1.0838994565217391
2021-12-24,Lookalike,220.21,43839,765,290.41,0.29,5.02,0.01745021556148634777,1.31878661277871123019
2021-12-24,Trendy,20.31,7386,30,40.45,0.68,2.75,0.00406173842404549147,1.9916297390448055
2021-12-24,Wholesale,51.91,9974,41,78.11,1.27,5.20,0.00411068778824944857,1.5047197071855134
2021-12-23,Lookalike,363.06,64241,341,450.10,1.06,5.65,0.00530813654831026914,1.2397399878807911
2021-12-23,Trendy,15.61,10593,62,24.22,0.25,1.47,0.00585292174077220806,1.5515695067264574
2021-12-23,Wholesale,28.13,4979,26,31.32,1.08,5.65,0.00522193211488250653,1.1134020618556701
2021-12-22,Lookalike,149.72,70234,747,131.85,0.20,2.13,0.01063587436284420651,0.88064386855463531926
2021-12-22,Trendy,21.25,10360,38,36.90,0.56,2.05,0.00366795366795366795,1.7364705882352941
2021-12-22,Wholesale,37.32,9026,38,40.96,0.98,4.13,0.00421005982716596499,1.0975348338692390
2021-12-21,Lookalike,467.77,89480,316,524.09,1.48,5.23,0.00353151542244076889,1.1204010517989610
2021-12-21,Trendy,24.89,9303,21,40.35,1.19,2.68,0.00225733634311512415,1.6211329851345922
2021-12-21,Wholesale,36.65,4561,61,39.06,0.60,8.04,0.01337426003069502302,1.0657571623465211
2021-12-20,Lookalike,411.07,90974,716,478.22,0.57,4.52,0.00787038054828852200,1.16335417325516335417
2021-12-20,Wholesale,45.77,5164,27,62.95,1.70,8.86,0.00522850503485670023,1.3753550360498143
2021-12-19,Lookalike,146.78,133537,602,188.68,0.24,1.10,0.00450811385608483042,1.28546123450061316256
2021-12-19,Trendy,109.50,18651,198,259.39,0.55,5.87,0.01061605275856522438,2.3688584474885845
2021-12-19,Wholesale,67.21,11220,23,82.26,2.92,5.99,0.00204991087344028520,1.2239250111590537
2021-12-18,Lookalike,247.13,86624,574,317.90,0.43,2.85,0.00662633912079793129,1.2863674988872253
2021-12-18,Trendy,70.10,34356,239,101.19,0.29,2.04,0.00695657235999534288,1.4435092724679030
2021-12-18,Wholesale,18.20,5377,5,25.64,3.64,3.38,0.00092988655384043147,1.4087912087912088
2021-12-17,Lookalike,229.27,61191,1044,318.20,0.22,3.75,0.01706133254890425063,1.3878832817202425
2021-12-17,Trendy,93.93,18153,201,206.65,0.47,5.17,0.01107254999173690299,2.2000425849036517
2021-12-17,Wholesale,45.37,6594,43,53.05,1.06,6.88,0.00652107976948741280,1.1692748512232753
2021-12-16,Lookalike,99.53,99571,444,126.92,0.22,1.00,0.00445912966626829097,1.2751934090224053
2021-12-16,Trendy,33.73,12714,258,59.62,0.13,2.65,0.02029259084473808400,1.7675659650163060
2021-12-16,Wholesale,73.29,11249,43,118.96,1.70,6.52,0.00382256200551160103,1.6231409469231819
2021-12-15,Lookalike,217.28,109282,519,290.79,0.42,1.99,0.00474918101791694881,1.33831921944035346097
2021-12-15,Trendy,74.04,55560,270,119.07,0.27,1.33,0.00485961123110151188,1.6081847649918963
2021-12-15,Wholesale,34.16,15260,43,42.32,0.79,2.24,0.00281782437745740498,1.2388758782201405
2021-12-14,Lookalike,410.41,94799,1468,636.29,0.28,4.33,0.01548539541556345531,1.5503764528154772
2021-12-14,Wholesale,57.45,12495,40,68.33,1.44,4.60,0.00320128051220488195,1.1893820713664056
2021-12-13,Lookalike,29.28,9763,93,29.84,0.31,3.00,0.00952576052442896651,1.0191256830601093
2021-12-13,Trendy,5.14,4851,29,6.78,0.18,1.06,0.00597814883529169243,1.3190661478599222
2021-12-13,Wholesale,56.78,6768,73,75.87,0.78,8.39,0.01078605200945626478,1.3362099330750264
2021-12-12,Lookalike,311.27,108768,1397,443.61,0.22,2.86,0.01284385113268608414,1.4251614354097729
2021-12-12,Trendy,12.77,15837,92,17.39,0.14,0.81,0.00580918103176106586,1.3617854346123727
2021-12-12,Wholesale,47.31,10213,38,56.38,1.25,4.63,0.00372074806619014981,1.1917142253223420
2021-12-11,Lookalike,233.07,82903,1319,256.46,0.18,2.81,0.01591016006658383894,1.10035611618826961857
2021-12-11,Trendy,7.90,13714,66,13.74,0.12,0.58,0.00481260026250546886,1.7392405063291139
2021-12-11,Wholesale,48.68,7832,69,57.42,0.71,6.22,0.00881001021450459653,1.1795398520953164
2021-12-10,Lookalike,227.76,81195,727,352.82,0.31,2.81,0.00895375330993287764,1.5490867579908676
2021-12-10,Trendy,11.27,10886,63,16.11,0.18,1.04,0.00578724967848612897,1.4294587400177462
2021-12-10,Wholesale,44.88,10432,33,59.16,1.36,4.30,0.00316334355828220859,1.3181818181818182
2021-12-09,Lookalike,422.50,110960,988,410.11,0.43,3.81,0.00890410958904109589,0.97067455621301775148
2021-12-09,Trendy,25.97,9474,48,36.48,0.54,2.74,0.00506649778340721976,1.4046977281478629
2021-12-09,Wholesale,36.86,11184,68,44.04,0.54,3.30,0.00608011444921316166,1.1947911014650027
2021-12-08,Lookalike,195.23,33228,1011,265.65,0.19,5.88,0.03042614662332972192,1.3607027608461814
2021-12-08,Trendy,19.86,14988,57,43.26,0.35,1.33,0.00380304243394715773,2.1782477341389728
2021-12-08,Wholesale,57.58,12079,56,71.39,1.03,4.77,0.00463614537627287027,1.2398402222994095
2021-12-07,Lookalike,209.63,48104,621,245.27,0.34,4.36,0.01290952935306835190,1.17001383389781996852
2021-12-07,Trendy,15.57,16100,78,30.71,0.20,0.97,0.00484472049689440994,1.9723827874116891
2021-12-07,Wholesale,26.64,14601,48,40.04,0.56,1.82,0.00328744606533799055,1.5030030030030030
2021-12-06,Lookalike,480.82,87031,384,502.92,1.25,5.52,0.00441222093277108157,1.0459631462917516
2021-12-06,Trendy,12.30,26680,85,18.88,0.14,0.46,0.00318590704647676162,1.5349593495934959
2021-12-06,Wholesale,38.20,29272,96,43.12,0.40,1.31,0.00327958458595244602,1.1287958115183246
2021-12-05,Lookalike,103.18,47038,156,134.84,0.66,2.19,0.00331646753688507164,1.30684241132002326032
2021-12-05,Trendy,33.02,18577,48,69.17,0.69,1.78,0.00258384023254562093,2.0947910357359176
2021-12-05,Wholesale,32.30,7584,26,48.81,1.24,4.26,0.00342827004219409283,1.5111455108359133
2021-12-04,Lookalike,432.86,71656,705,490.22,0.61,6.04,0.00983867366305682706,1.13251397680543362750
2021-12-04,Trendy,5.29,2214,48,10.74,0.11,2.39,0.02168021680216802168,2.0302457466918715
2021-12-04,Wholesale,27.23,6856,61,42.07,0.45,3.97,0.00889731621936989498,1.5449871465295630
2021-12-03,Lookalike,440.47,105100,758,418.15,0.58,4.19,0.00721217887725975262,0.94932685540445433287
2021-12-03,Trendy,38.89,20975,138,65.48,0.28,1.85,0.00657926102502979738,1.6837233221907945
2021-12-03,Wholesale,38.78,10562,65,49.75,0.60,3.67,0.00615413747396326453,1.2828777720474471
2021-12-02,Lookalike,227.97,87895,905,240.32,0.25,2.59,0.01029637635815461630,1.05417379479756108260
2021-12-02,Trendy,26.34,22808,65,45.78,0.41,1.15,0.00284987723605752368,1.7380410022779043
2021-12-02,Wholesale,29.18,3040,47,38.37,0.62,9.60,0.01546052631578947368,1.3149417409184373
2021-12-01,Lookalike,376.09,80859,446,490.35,0.84,4.65,0.00551577437267341916,1.3038102581828818
2021-12-01,Trendy,36.83,9687,51,67.26,0.72,3.80,0.00526478786001858160,1.8262286179744773
2021-12-01,Wholesale,35.03,8542,79,42.44,0.44,4.10,0.00924841957387028799,1.2115329717385098
2021-11-30,Lookalike,159.58,72748,912,270.42,0.17,2.19,0.01253642711827129268,1.6945732547938338
2021-11-30,Trendy,15.87,11245,37,26.83,0.43,1.41,0.00329035126722987995,1.6906112161310649
2021-11-30,Wholesale,69.83,15504,50,96.15,1.40,4.50,0.00322497420020639835,1.3769153658885866
2021-11-29,Lookalike,177.91,95153,838,219.07,0.21,1.87,0.00880686893739556294,1.2313529312573773
2021-11-29,Trendy,16.58,15976,134,32.20,0.12,1.04,0.00838758137205808713,1.9420989143546441
2021-11-29,Wholesale,50.18,12407,73,61.73,0.69,4.04,0.00588377528814378980,1.2301713830211240
2021-11-28,Lookalike,342.06,99732,614,299.04,0.56,3.43,0.00615649941844142301,0.87423259077354850026
2021-11-28,Trendy,15.13,3488,33,29.96,0.46,4.34,0.00946100917431192661,1.9801718440185063
2021-11-28,Wholesale,46.46,10069,54,63.80,0.86,4.61,0.00536299533220776641,1.3732242789496341
2021-11-27,Lookalike,124.30,33843,291,176.05,0.43,3.67,0.00859852849924652070,1.41633145615446500402
2021-11-27,Trendy,24.22,9167,80,53.45,0.30,2.64,0.00872695538344060216,2.2068538398018167
2021-11-27,Wholesale,54.71,9486,34,84.15,1.61,5.77,0.00358422939068100358,1.5381100347285688
2021-11-26,Lookalike,202.22,77443,779,239.19,0.26,2.61,0.01005901114367986777,1.18282069033725645337
2021-11-26,Trendy,33.27,5695,102,53.07,0.33,5.84,0.01791044776119402985,1.5951307484220018
2021-11-26,Wholesale,22.72,5266,39,27.32,0.58,4.31,0.00740600075958982150,1.2024647887323944
2021-11-25,Lookalike,257.75,58888,1280,331.18,0.20,4.38,0.02173617714984377123,1.2848884578079534
2021-11-25,Trendy,30.00,8333,105,66.74,0.29,3.60,0.01260050402016080643,2.2246666666666667
2021-11-25,Wholesale,72.25,8447,71,105.35,1.02,8.55,0.00840535101219367823,1.4581314878892734
2021-11-24,Lookalike,382.98,74518,538,400.58,0.71,5.14,0.00721973214525349580,1.0459554023708810
2021-11-24,Trendy,4.15,2681,11,8.22,0.38,1.55,0.00410294666169339799,1.9807228915662651
2021-11-24,Wholesale,37.76,8339,40,38.81,0.94,4.53,0.00479673821801175201,1.0278072033898305
2021-11-23,Lookalike,360.79,66981,839,463.00,0.43,5.39,0.01252594019199474478,1.2832949915463289
2021-11-23,Trendy,25.93,10842,63,46.32,0.41,2.39,0.00581073602656336469,1.7863478596220594
2021-11-23,Wholesale,52.15,12364,84,50.72,0.62,4.22,0.00679391782594629570,0.97257909875359539789
2021-11-22,Brand,0.38,361,1,0.35,0.38,1.05,0.00277008310249307479,0.92105263157894736842
2021-11-22,Lookalike,284.28,70127,837,392.99,0.34,4.05,0.01193548847091705049,1.3824046714506824
2021-11-22,Trendy,23.07,6712,117,49.30,0.20,3.44,0.01743146603098927294,2.1369744256610316
2021-11-22,Wholesale,8.74,5827,17,6.68,0.51,1.50,0.00291745323494079286,0.76430205949656750572
2021-11-21,Brand,3.86,19644,18,4.31,0.21,0.20,0.00091631032376298106,1.1165803108808290
2021-11-21,Lookalike,220.45,128606,1579,223.20,0.14,1.71,0.01227780974449092577,1.01247448400997958721
2021-11-21,Trendy,17.34,8082,65,33.72,0.27,2.15,0.00804256372185102697,1.9446366782006920
2021-11-21,Wholesale,53.18,10181,51,66.14,1.04,5.22,0.00500933110696395246,1.2437006393380970
2021-11-20,Brand,10.34,7485,19,7.82,0.54,1.38,0.00253841015364061456,0.75628626692456479691
2021-11-20,Lookalike,273.31,96214,1431,289.96,0.19,2.84,0.01487309539152306317,1.06091983462002853902
2021-11-20,Trendy,35.74,6313,112,78.37,0.32,5.66,0.01774116901631553936,2.1927811975377728
2021-11-20,Wholesale,23.61,6480,34,34.82,0.69,3.64,0.00524691358024691358,1.4747988140618382
2021-11-19,Brand,13.54,19810,4,10.66,3.39,0.68,0.00020191822311963655,0.78729689807976366322
2021-11-19,Lookalike,198.10,49604,891,275.11,0.22,3.99,0.01796226110797516329,1.3887430590610803
2021-11-19,Trendy,7.97,2433,83,14.24,0.10,3.28,0.03411426222770242499,1.7867001254705144
2021-11-19,Wholesale,38.82,8906,46,49.16,0.84,4.36,0.00516505726476532675,1.2663575476558475
2021-11-18,Brand,17.56,17118,14,17.93,1.25,1.03,0.00081785255286832574,1.0210706150341686
2021-11-18,Lookalike,74.79,15808,469,105.35,0.16,4.73,0.02966852226720647773,1.4086107768418238
2021-11-18,Trendy,22.94,10455,156,47.98,0.15,2.19,0.01492109038737446198,2.0915431560592851
2021-11-18,Wholesale,49.93,6368,51,59.04,0.98,7.84,0.00800879396984924623,1.1824554376126577
2021-11-17,Brand,8.21,6901,2,9.14,4.11,1.19,0.00028981307056948268,1.1132764920828258
2021-11-17,Lookalike,217.51,94057,700,313.00,0.31,2.31,0.00744229562924609545,1.4390142981931865
2021-11-17,Trendy,31.94,7903,83,49.25,0.38,4.04,0.01050234088320890801,1.5419536631183469
2021-11-17,Wholesale,65.18,10427,30,88.45,2.17,6.25,0.00287714587129567469,1.3570113531758208
2021-11-16,Brand,2.06,8305,3,3.13,0.69,0.25,0.00036122817579771222,1.5194174757281553
2021-11-16,Lookalike,394.69,100259,987,426.75,0.40,3.94,0.00984450273790881617,1.0812283057589501
2021-11-16,Trendy,22.98,2360,60,43.60,0.38,9.74,0.02542372881355932203,1.8973020017406440
2021-11-16,Wholesale,63.89,12068,69,72.78,0.93,5.29,0.00571760026516407027,1.1391454061668493
2021-11-15,Brand,1.34,14310,5,1.30,0.27,0.09,0.00034940600978336827,0.97014925373134328358
2021-11-15,Lookalike,387.43,116740,899,365.78,0.43,3.32,0.00770087373650848038,0.94411893761453681955
2021-11-15,Trendy,16.95,7416,157,26.23,0.11,2.29,0.02117044228694714132,1.5474926253687316
2021-11-15,Wholesale,55.96,9612,64,68.37,0.87,5.82,0.00665834373699542239,1.2217655468191565
2021-11-14,Brand,5.13,7520,3,4.34,1.71,0.68,0.00039893617021276596,0.84600389863547758285
2021-11-14,Lookalike,312.19,137414,1421,493.79,0.22,2.27,0.01034101328831123466,1.5816970434671194
2021-11-14,Trendy,20.29,10259,184,43.87,0.11,1.98,0.01793547129349839166,2.1621488417939872
2021-11-14,Wholesale,45.19,8946,39,71.65,1.16,5.05,0.00435949027498323273,1.5855277716308918
2021-11-13,Brand,2.80,10708,2,3.47,1.40,0.26,0.00018677624206200971,1.2392857142857143
2021-11-13,Lookalike,332.88,92587,803,378.43,0.41,3.60,0.00867292384460021385,1.13683609709204518145
2021-11-13,Trendy,21.20,9354,77,47.90,0.28,2.27,0.00823177250374171477,2.2594339622641509
2021-11-13,Wholesale,48.36,5833,43,63.18,1.12,8.29,0.00737184981998971370,1.3064516129032258
2021-11-12,Brand,3.89,11783,1,4.57,3.89,0.33,0.000084868030213018755835,1.1748071979434447
2021-11-12,Lookalike,394.98,69813,981,489.35,0.40,5.66,0.01405182415882428774,1.2389234897969517
2021-11-12,Wholesale,28.38,1672,12,44.11,2.37,16.97,0.00717703349282296651,1.5542635658914729
2021-11-11,Brand,3.54,14273,1,2.85,3.54,0.25,0.000070062355496391788692,0.80508474576271186441
2021-11-11,Lookalike,85.91,78622,628,102.88,0.14,1.09,0.00798758617180941721,1.1975323012454895
2021-11-11,Wholesale,44.52,8653,32,60.12,1.39,5.15,0.00369813937362764359,1.3504043126684636
2021-11-10,Brand,7.17,15341,6,9.40,1.20,0.47,0.00039110879342937227,1.3110181311018131
2021-11-10,Lookalike,56.84,74599,904,55.18,0.06,0.76,0.01211812490784058768,0.97079521463757916960
2021-11-10,Wholesale,64.41,3706,40,78.85,1.61,17.38,0.01079330814894765246,1.2241887905604720
2021-11-09,Lookalike,166.03,51623,109,219.72,1.52,3.22,0.00211146194525695911,1.3233752936216346
2021-11-09,Wholesale,58.10,10242,43,55.16,1.35,5.67,0.00419839875024409295,0.94939759036144578313
2021-11-08,Lookalike,144.28,62790,716,187.22,0.20,2.30,0.01140308966395922918,1.29761574715830329914
2021-11-08,Wholesale,49.15,9270,85,57.87,0.58,5.30,0.00916936353829557713,1.1774160732451679
2021-11-07,Lookalike,239.90,94600,763,229.44,0.31,2.54,0.00806553911205073996,0.95639849937473947478
2021-11-07,Wholesale,43.75,9332,112,52.68,0.39,4.69,0.01200171453064723532,1.2041142857142857
2021-11-06,Lookalike,136.14,63053,1271,156.38,0.11,2.16,0.02015764515566269646,1.14867048626413985603
2021-11-06,Wholesale,20.43,7123,88,23.98,0.23,2.87,0.01235434507932051102,1.1737640724424865
2021-11-05,Lookalike,252.06,74065,930,370.19,0.27,3.40,0.01255653817592655100,1.4686582559708006
2021-11-05,Wholesale,16.16,2360,49,23.40,0.33,6.85,0.02076271186440677966,1.4480198019801980
2021-11-04,Lookalike,223.98,61850,891,222.09,0.25,3.62,0.01440582053354890865,0.99156174658451647469
2021-11-04,Wholesale,41.14,12221,78,60.69,0.53,3.37,0.00638245642746092791,1.4752066115702479
2021-11-03,Lookalike,208.65,119431,786,267.97,0.27,1.75,0.00658120588456933292,1.28430385813563383657
2021-11-03,Wholesale,35.53,10456,81,49.47,0.44,3.40,0.00774674827850038256,1.3923444976076555
2021-11-02,Lookalike,144.27,60815,677,166.80,0.21,2.37,0.01113212200937268766,1.15616552297775005199
2021-11-02,Wholesale,67.52,10031,67,57.58,1.01,6.73,0.00667929418801714684,0.85278436018957345972
2021-11-01,Lookalike,47.47,78168,965,65.12,0.05,0.61,0.01234520519905843824,1.3718137771223931
2021-11-01,Wholesale,69.04,12486,84,91.75,0.82,5.53,0.00672753483901970207,1.3289397450753187
2021-10-31,Lookalike,225.26,25046,937,346.87,0.24,8.99,0.03741116345923500759,1.5398650448370772
2021-10-31,Wholesale,40.66,5100,39,63.98,1.04,7.97,0.00764705882352941176,1.5735366453516970
2021-10-30,Lookalike,227.10,45035,617,359.18,0.37,5.04,0.01370045520150993672,1.5815940114487010
2021-10-30,Wholesale,50.07,7838,44,75.33,1.14,6.39,0.00561367695840775708,1.5044937088076693
2021-10-29,Lookalike,142.22,46935,617,179.31,0.23,3.03,0.01314583999147757537,1.26079313739277176206
2021-10-29,Wholesale,53.41,9501,62,79.63,0.86,5.62,0.00652562888117040312,1.4909193035012170
2021-10-28,Lookalike,371.66,56257,601,466.19,0.62,6.61,0.01068311499013456103,1.2543453694236668
2021-10-28,Wholesale,32.27,11058,75,37.82,0.43,2.92,0.00678241996744438416,1.1719863650449334
2021-10-27,Lookalike,141.93,58306,920,186.24,0.15,2.43,0.01577882207663019243,1.31219615303318537307
2021-10-27,Wholesale,44.34,6250,52,40.83,0.85,7.09,0.00832000000000000000,0.92083897158322056834
2021-10-26,Lookalike,214.07,97506,732,275.26,0.29,2.20,0.00750723032428773614,1.28584108002055402438
2021-10-26,Wholesale,43.47,7202,85,52.90,0.51,6.04,0.01180227714523743405,1.2169312169312169
2021-10-25,Crazy discounts,3.76,2713,26,4.58,0.14,1.39,0.00958348691485440472,1.2180851063829787
2021-10-25,Lookalike,282.94,89926,778,351.42,0.36,3.15,0.00865155794764584214,1.2420301123913197
2021-10-25,Wholesale,41.62,12738,59,52.72,0.71,3.27,0.00463181033129219658,1.2666987025468525
2021-10-24,Crazy discounts,16.30,2115,65,22.25,0.25,7.71,0.03073286052009456265,1.3650306748466258
2021-10-24,Lookalike,295.66,79380,761,249.96,0.39,3.72,0.00958679768203577727,0.84543056213217885409
2021-10-24,Wholesale,46.45,8752,58,65.53,0.80,5.31,0.00662705667276051188,1.4107642626480086
2021-10-23,Lookalike,189.02,97287,1021,221.81,0.19,1.94,0.01049472180250187589,1.1734737064860861
2021-10-23,Wholesale,46.50,13056,93,44.42,0.50,3.56,0.00712316176470588235,0.95526881720430107527
2021-10-22,Electronics,0.00,0,0,0.00,,,,
2021-10-22,Lookalike,306.42,99352,737,427.54,0.42,3.08,0.00741806908768821966,1.3952744598916520
2021-10-22,Wholesale,59.37,6626,88,85.75,0.67,8.96,0.01328101418653788107,1.4443321542866768
2021-10-21,Crazy discounts,3.94,4372,67,5.79,0.06,0.90,0.01532479414455626715,1.4695431472081218
2021-10-21,Electronics,0.00,0,0,0.00,,,,
2021-10-21,Lookalike,366.43,87268,1272,417.41,0.29,4.20,0.01457578952193243801,1.1391261632508255
2021-10-21,Wholesale,70.01,10015,82,77.58,0.85,6.99,0.00818771842236645032,1.1081274103699472
2021-10-20,Crazy discounts,12.31,8550,19,20.47,0.65,1.44,0.00222222222222222222,1.6628757108042242
2021-10-20,Electronics,0.00,0,0,0.00,,,,
2021-10-20,Lookalike,387.27,80949,407,541.59,0.95,4.78,0.00502785704579426553,1.3984816794484468
2021-10-20,Wholesale,59.04,8258,50,82.60,1.18,7.15,0.00605473480261564543,1.3990514905149051
2021-10-19,Crazy discounts,7.09,5830,39,11.71,0.18,1.22,0.00668953687821612350,1.6516220028208745
2021-10-19,Electronics,0.00,0,0,0.00,,,,
2021-10-19,Lookalike,318.17,113888,723,426.49,0.44,2.79,0.00634834223096375386,1.3404469308860043
2021-10-19,Wholesale,28.93,3128,56,29.19,0.52,9.25,0.01790281329923273657,1.0089872105081231
2021-10-18,Crazy discounts,12.20,3141,59,10.20,0.21,3.88,0.01878382680674944285,0.83606557377049180328
2021-10-18,Electronics,48.67,3794,79,38.94,0.62,12.83,0.02082235108065366368,0.80008218615163344976
2021-10-18,Lookalike,207.36,62568,885,288.57,0.23,3.31,0.01414461066359800537,1.39163773148148148148
2021-10-18,Wholesale,72.99,14353,54,86.02,1.35,5.09,0.00376227966278826726,1.1785176051513906
2021-10-17,Brand,0.13,42,0,0.19,,3.10,0.00000000000000000000,1.4615384615384615
2021-10-17,Crazy discounts,14.21,1571,51,13.08,0.28,9.05,0.03246339910884786760,0.92047853624208304011
2021-10-17,Electronics,227.74,56081,122,352.31,1.87,4.06,0.00217542483193951606,1.5469834021252305
2021-10-17,Lookalike,198.83,50329,619,264.52,0.32,3.95,0.01229907210554551054,1.3303827390232862
2021-10-17,Wholesale,75.35,16236,55,81.42,1.37,4.64,0.00338753387533875339,1.0805573988055740
2021-10-16,Brand,0.65,131,0,0.66,,4.96,0.00000000000000000000,1.0153846153846154
2021-10-16,Crazy discounts,12.53,3352,40,17.17,0.31,3.74,0.01193317422434367542,1.3703112529928172
2021-10-16,Electronics,106.73,67637,315,186.36,0.34,1.58,0.00465721424664015258,1.74608826009556825635
2021-10-16,Lookalike,197.49,79628,982,285.24,0.20,2.48,0.01233234540613854423,1.4443262950022786
2021-10-16,Wholesale,22.37,7574,26,23.63,0.86,2.95,0.00343279640876683391,1.0563254358515869
2021-10-15,Brand,1.29,55,0,2.22,,23.45,0.00000000000000000000,1.7209302325581395
2021-10-15,Crazy discounts,6.94,2407,60,6.19,0.12,2.88,0.02492729538845035314,0.89193083573487031700
2021-10-15,Electronics,166.84,23882,224,248.35,0.74,6.99,0.00937944895737375429,1.4885519060177415
2021-10-15,Lookalike,168.62,72219,530,251.87,0.32,2.33,0.00733878896135366039,1.4937136757205551
2021-10-15,Wholesale,58.01,10416,44,69.97,1.32,5.57,0.00422427035330261137,1.2061713497672815
2021-10-14,Brand,0.20,123,0,0.26,,1.63,0.00000000000000000000,1.3000000000000000
2021-10-14,Crazy discounts,15.44,2705,34,13.84,0.45,5.71,0.01256931608133086876,0.89637305699481865285
2021-10-14,Electronics,178.63,35283,216,196.66,0.83,5.06,0.00612192840744834623,1.10093489335497956670
2021-10-14,Lookalike,202.33,33176,1177,326.49,0.17,6.10,0.03547745358090185676,1.6136509662432660
2021-10-14,Wholesale,96.33,17390,70,105.88,1.38,5.54,0.00402530189764232317,1.0991383784906052
2021-10-13,Crazy discounts,15.21,3867,24,24.15,0.63,3.93,0.00620636152055857254,1.5877712031558185
2021-10-13,Electronics,168.00,26134,244,279.15,0.69,6.43,0.00933649651794597077,1.6616071428571429
2021-10-13,Lookalike,347.20,46322,1389,516.76,0.25,7.50,0.02998575191053926860,1.4883640552995392
2021-10-13,Wholesale,109.54,11118,92,131.57,1.19,9.85,0.00827486958085986688,1.20111374840241007851
2021-10-12,Crazy discounts,12.18,8176,108,13.72,0.11,1.49,0.01320939334637964775,1.1264367816091954
2021-10-12,Electronics,211.00,41471,346,264.06,0.61,5.09,0.00834317957126666827,1.25146919431279620853
2021-10-12,Lookalike,143.54,59125,568,180.47,0.25,2.43,0.00960676532769556025,1.25728020064093632437
2021-10-12,Wholesale,105.14,16363,81,110.43,1.30,6.43,0.00495019250748640225,1.05031386722465284383
2021-10-11,Crazy discounts,21.24,13158,57,27.76,0.37,1.61,0.00433196534427724578,1.3069679849340866
2021-10-11,Lookalike,275.06,56258,732,405.11,0.38,4.89,0.01301148281133349924,1.4728059332509271
2021-10-11,Wholesale,49.19,12763,43,74.69,1.14,3.85,0.00336911384470735720,1.5183980483838178
2021-10-10,Crazy discounts,33.54,4311,111,27.40,0.30,7.78,0.02574808629088378566,0.81693500298151460942
2021-10-10,Electronics,235.31,37014,54,275.00,4.36,6.36,0.00145890744042794618,1.16867111469975776635
2021-10-10,Lookalike,182.77,121658,822,202.59,0.22,1.50,0.00675664567887027569,1.1084423045357553
2021-10-10,Wholesale,77.85,5533,64,91.94,1.22,14.07,0.01156696186517260076,1.1809890815671162
2021-10-09,Crazy discounts,14.95,4972,127,18.10,0.12,3.01,0.02554304102976669348,1.2107023411371237
2021-10-09,Electronics,179.43,47257,197,164.87,0.91,3.80,0.00416869458492921684,0.91885414925040405729
2021-10-09,Lookalike,415.38,85558,610,332.20,0.68,4.85,0.00712966642511512658,0.79974962684770571525
2021-10-09,Promos,0.00,0,0,0.00,,,,
2021-10-09,Wholesale,95.33,8809,92,139.36,1.04,10.82,0.01044386422976501305,1.4618692961292353
